,youtube_features,youtube_featurs_No
2620,named,3.1135147061016486
2621,47,3.1133191375708518
2622,characters,3.1127345185626885
2623,su,3.1125411410913575
2624,just the,3.110825036914221
2625,elle,3.107342260129684
2626,area,3.1050881066520564
2627,and there,3.10451182425758
2628,over and,3.1033162692605933
2629,and be,3.102981456502737
2630,disturbing,3.102903353213496
2631,really want,3.1026520654319336
2632,my ass,3.1022713280282788
2633,we love,3.1018287175839827
2634,role,3.100936607513553
2635,lol what,3.099594601363903
2636,little bit,3.098904123808026
2637,reaction,3.098806943525675
2638,so if,3.098387892934033
2639,the vid,3.098288264168984
2640,nichole,3.097240915794416
2641,early,3.096850181358869
2642,is sooo,3.0959555175667175
2643,shooting,3.0945872970979487
2644,we don,3.0942038943303523
2645,higher,3.0917997944090367
2646,the ending,3.089764909081462
2647,thats not,3.0882344692099433
2648,they all,3.0879403298534593
2649,nothing to,3.087034935895621
2650,you sing,3.086753370201473
2651,saw the,3.085117704967364
2652,people in,3.0848143169327105
2653,treat,3.0834334638732357
2654,for some,3.082597693132256
2655,illuminati,3.080629581003958
2656,russia,3.077316278377452
2657,hate the,3.0773080312601806
2658,but now,3.075841480392698
2659,ohh,3.074552799110463
2660,your ass,3.074473306505783
2661,told me,3.0725267814653385
2662,awwww,3.0721903849707086
2663,rules,3.0708429383052485
2664,like they,3.0694124529907256
2665,the bible,3.068445692890173
2666,ihr,3.068334872548422
2667,so sorry,3.0679262166578876
2668,marry me,3.067912093214081
2669,wow that,3.0669023246041127
2670,nah,3.0665154108338855
2671,fags,3.0653902363850465
2672,play this,3.0650628407790648
2673,punk,3.0639253447576507
2674,so far,3.063635818310538
2675,tha,3.059378335290594
2676,vc,3.059345476068036
2677,ms,3.055556150934658
2678,players,3.0551580356793338
2679,and got,3.054461727049271
2680,itunes,3.0511231028503834
2681,to tell,3.0510590904864876
2682,you sir,3.0505254835405924
2683,ton,3.049740419800959
2684,continue,3.04863542005299
2685,please tell,3.048573575293155
2686,south,3.047169683332986
2687,childhood,3.045716911941328
2688,on their,3.0444586337070683
2689,this love,3.0438343014152744
2690,is only,3.043160017676704
2691,floor,3.0428883740538377
2692,58,3.0408302812436716
2693,mode,3.039803843776
2694,see how,3.0387747773701994
2695,release,3.0361379203759133
2696,fix,3.035830543747728
2697,ear,3.034647856184903
2698,laptop,3.0331491112987257
2699,secret,3.03178196696518
2700,across,3.0311539148202264
2701,hair is,3.0302075899717384
2702,way too,3.029379485952131
2703,monkey,3.02863036521427
2704,wie,3.0280086628349476
2705,me lol,3.027527537286969
2706,mess,3.026374603149835
2707,couldnt,3.0262776309202097
2708,wow this,3.0259971572147006
2709,no it,3.025092234560232
2710,find it,3.0250431588369895
2711,so hot,3.024290460091878
2712,just for,3.023776135731123
2713,thx,3.023757930240351
2714,note,3.0231770140803502
2715,best song,3.023008862304701
2716,her and,3.0220007110568323
2717,five,3.0208537709990035
2718,finger,3.0206325495469684
2719,look up,3.0189370525935613
2720,loved the,3.0182955484429765
2721,gameplay,3.017571086527189
2722,raped,3.0163143329719464
2723,out and,3.016261354107024
2724,cheap,3.0153888425955717
2725,to his,3.0146300453432
2726,or is,3.0145595808693435
2727,and make,3.0132834659473424
2728,guy in,3.012334085635223
2729,get out,3.0121760114656126
2730,no need,3.010792152947227
2731,roll,3.010573905247884
2732,sooooooo,3.009599789497878
2733,hits,3.0084082296972765
2734,so adorable,3.0083556049154168
2735,my favourite,3.0082479546976444
2736,ed,3.0080762546294295
2737,with all,3.0065947564675954
2738,herself,3.00605019924839
2739,view,3.0055966547724653
2740,starts,3.004974683924899
2741,top comment,3.0044503067305253
2742,and to,3.0038197369714847
2743,could you,3.003241520282968
2744,if not,3.003108888176757
2745,29,3.002488997915348
2746,bull,3.0021782087413347
2747,twice,3.000883155650534
2748,besides,2.999900150447489
2749,best friend,2.997699268567056
2750,mit,2.996988828754579
2751,for him,2.9966444028524974
2752,aber,2.9962415730833754
2753,chicken,2.9958173075546557
2754,uploaded,2.995734676676785
2755,use it,2.9953720326218005
2756,please don,2.995338127442864
2757,copy,2.995251905826767
2758,how is,2.994022967302558
2759,perfectly,2.993163663943188
2760,and would,2.992334808379142
2761,broken,2.992070666855688
2762,bag,2.99045201430233
2763,fair,2.9896602562182286
2764,03,2.9880434580689244
2765,rofl,2.9865892542961507
2766,have any,2.985383183961742
2767,if was,2.9843517956919516
2768,eso,2.9829439057320815
2769,blow,2.9826027369651382
2770,rocks,2.9820738180414246
2771,mostly,2.9816843420952766
2772,faster,2.9808533976591156
2773,cost,2.9788872373897255
2774,about you,2.978382292153737
2775,omg this,2.978244884416177
2776,nice vid,2.9775651135296157
2777,stage,2.9771828067039716
2778,to read,2.97653264088701
2779,not just,2.975737101754091
2780,soooooo,2.975000494181587
2781,will do,2.974853744901267
2782,expect,2.974108400552916
2783,you put,2.9735854392845833
2784,2ne1,2.9731853830876585
2785,assholes,2.9726257922595845
2786,am not,2.9724198480428026
2787,call me,2.9710887308189506
2788,that made,2.970905165387276
2789,heard of,2.9701150219529633
2790,like what,2.9674641425947805
2791,like me,2.9672625814642
2792,if we,2.965040748561273
2793,clean,2.96442821511991
2794,dont give,2.9634503860193213
2795,check it,2.963281136501135
2796,and stop,2.962168874801151
2797,about that,2.962113851428579
2798,28,2.9612132855944875
2799,to give,2.960875105113007
2800,graphics,2.9602321538947294
2801,song in,2.960151162225343
2802,we were,2.9592946323300016
2803,me out,2.958084352105065
2804,enjoyed,2.957853454616902
2805,music is,2.9577519457900006
2806,it because,2.9572323364754265
2807,with them,2.9564914846390646
2808,real life,2.9544004331558162
2809,beautiful voice,2.9541559866902123
2810,based,2.953826800381731
2811,holding,2.952570706574593
2812,personal,2.9523057576758474
2813,me like,2.9511278749240617
2814,34,2.950701538993169
2815,is pretty,2.9506357755005017
2816,over it,2.9502378292633518
2817,uh,2.948679755298673
2818,wonder if,2.9485577478850935
2819,order,2.947965595761415
2820,to them,2.947511625515996
2821,it does,2.947353512347047
2822,force,2.946853875661631
2823,it then,2.946853226502946
2824,dies,2.9461163817526503
2825,dani,2.9458787121666665
2826,twilight,2.9453883795318325
2827,whole time,2.9447682851231094
2828,is gay,2.9427684547773763
2829,or anything,2.9426698855157967
2830,indeed,2.9385010286939552
2831,but my,2.938299145869257
2832,those who,2.937636733924641
2833,care about,2.9374177029366546
2834,beauty,2.9373582088041603
2835,this music,2.936280837102986
2836,at that,2.935077733236147
2837,and put,2.9348990398866097
2838,nice to,2.933700979893371
2839,listened,2.932927929647642
2840,ipad,2.932250867349476
2841,you people,2.9315634090191134
2842,song it,2.931381366898067
2843,white people,2.931236119850659
2844,match,2.929425863915756
2845,thing is,2.9283473111140776
2846,tony,2.928080927476791
2847,all this,2.927541446293316
2848,french,2.926888203944351
2849,this just,2.9267977086437456
2850,from my,2.9264420224702885
2851,teach,2.9261412219573493
2852,blame,2.9260623553803007
2853,48,2.92405916478185
2854,me so,2.923221199172563
2855,japan,2.9230900111295797
2856,that my,2.9228236221033446
2857,lip,2.9226809022250593
2858,sayin,2.9223787282740634
2859,many times,2.9214653889341946
2860,hates,2.9198220545891576
2861,to love,2.91979507069268
2862,this it,2.918847659633742
2863,sing this,2.918120677999375
2864,lee,2.917959180762477
2865,disgusting,2.917086325506792
2866,can even,2.9168394787266383
2867,video for,2.916297291758129
2868,hater,2.915962855908608
2869,texas,2.9148694899998286
2870,katy,2.9143633423325053
2871,you still,2.9128983428493247
2872,does anyone,2.911725657599091
2873,learn how,2.9108085585941406
2874,ve got,2.9100790643600174
2875,feet,2.909283083088801
2876,situation,2.908848165467871
2877,ways,2.908803035816468
2878,too bad,2.9069493698033244
2879,rich,2.9065996898099704
2880,subscribe to,2.9061472180640813
2881,was an,2.9052185371246027
2882,that has,2.9049678928696325
2883,idol,2.9033236706610834
2884,ad,2.902027142413279
2885,glasses,2.9017424947263484
2886,that all,2.9015665155145025
2887,everyone is,2.9008599758496696
2888,so that,2.8996178512609587
2889,wait to,2.898658910771682
2890,wen,2.8984153555952306
2891,was this,2.8981273452583958
2892,was good,2.898046479395063
2893,similar,2.895070129929668
2894,you might,2.894644791440076
2895,butt,2.8942712127214696
2896,bc,2.8927330584675994
2897,it says,2.891601314431471
2898,countries,2.8913318494223095
2899,lead,2.890009364913096
2900,legend,2.8895409477720686
2901,hahahah,2.8886824136757596
2902,about her,2.885237131811161
2903,excuse,2.88391320750164
2904,an awesome,2.8826387583335062
2905,wheres,2.882348486659919
2906,music and,2.8793277016960563
2907,can just,2.877683442173132
2908,pewdie,2.8773828236732872
2909,australia,2.8757885294729166
2910,that there,2.875382801507699
2911,apple,2.8740885306538324
2912,im in,2.8734685427143933
2913,learned,2.8732208763980345
2914,all those,2.8728198226054475
2915,cancer,2.872794010207048
2916,hopefully,2.872347061988039
2917,cousin,2.8713758183338975
2918,memories,2.871203482548929
2919,come out,2.86604527388255
2920,they want,2.865983941132864
2921,moving,2.8658202222081814
2922,is way,2.8652072390070304
2923,trailer,2.864764240622658
2924,can someone,2.863715430378677
2925,weight,2.863120658112254
2926,tree,2.8625910228581524
2927,so happy,2.8625828260229906
2928,end up,2.8625119067728577
2929,forward,2.8614618832784147
2930,ben,2.861144639602332
2931,is how,2.861004743650994
2932,admit,2.860343759010348
2933,around the,2.859797529503435
2934,02,2.8585199052978756
2935,moment when,2.8580900645014893
2936,mo,2.8570022720979455
2937,we will,2.8564376806045364
2938,easier,2.8558636957208146
2939,and are,2.855669742339782
2940,my mind,2.854721053472902
2941,mic,2.8536852123635073
2942,was awesome,2.8528307260350054
2943,be better,2.852811102398293
2944,out for,2.85255343865525
2945,rapping,2.8520857199794474
2946,hate it,2.851074429116794
2947,gta,2.8509840799512496
2948,no you,2.8490076650012477
2949,just watch,2.8487968217627144
2950,type of,2.848765706220677
2951,my gosh,2.848370265099381
2952,awful,2.8478985955751788
2953,league,2.8468059316286203
2954,to let,2.8453279408915915
2955,catch,2.8452035651239953
2956,just keep,2.8431455330494537
2957,39,2.841972038435118
2958,uma,2.8419645795275894
2959,that good,2.839716039695908
2960,xxx,2.839111653551293
2961,harder,2.8374269438073476
2962,yu,2.8359573984139446
2963,pissed,2.834789222580863
2964,what if,2.833827607594139
2965,ikr,2.8337809908009093
2966,now that,2.833534296793441
2967,other than,2.8322672857839595
2968,minaj,2.8311737935204264
2969,gear,2.8310789516673327
2970,time and,2.8298792058140263
2971,period,2.8288843566524204
2972,choose,2.8285835290179344
2973,as it,2.827538544249527
2974,nu,2.827359253548264
2975,am going,2.826357753940026
2976,russian,2.824969273160479
2977,beiber,2.822209719563159
2978,steve,2.822147957182488
2979,it my,2.821830190067228
2980,common,2.8208169741522453
2981,lol your,2.8207070657916717
2982,friday,2.8204618253721683
2983,bill,2.818861531231589
2984,wife,2.8188286320635703
2985,parts,2.8186811579713305
2986,his face,2.8177443503684514
2987,that bad,2.8172323766559244
2988,none of,2.8169997254456796
2989,dont get,2.8155548812881834
2990,flip,2.8152261641084197
2991,thanx,2.8147739883811376
2992,if only,2.8147335297628433
2993,jb,2.814715555106234
2994,peoples,2.8144215791957183
2995,lol it,2.8138644743272
2996,window,2.8131372821368292
2997,so glad,2.8124936703659973
2998,legs,2.811405102256685
2999,grow up,2.8093064433960286
3000,her she,2.809258596486868
3001,because the,2.8090297520065444
3002,to keep,2.8080796579606666
3003,glad you,2.8077829210670373
3004,iron,2.807157882363534
3005,ridiculous,2.80392235967572
3006,doesn mean,2.803740479250475
3007,voll,2.8032856648643665
3008,paper,2.802047350423304
3009,song you,2.801953636883098
3010,how about,2.8018569604990766
3011,exist,2.8018140785233916
3012,duran duran,2.8017602736071514
3013,from your,2.8005836664946364
3014,at me,2.8004084155918894
3015,no shit,2.799713020802822
3016,you play,2.799698841042517
3017,game is,2.799619022500719
3018,tan,2.7987458408154673
3019,want the,2.798597863888717
3020,kitty,2.798478617807219
3021,ring,2.7983956895857265
3022,the words,2.798266030111693
3023,it more,2.7982033770957124
3024,so sweet,2.797091390481866
3025,the wrong,2.7955182487409944
3026,art,2.793822046532364
3027,arms,2.7934798406279624
3028,maybe you,2.7914018813433246
3029,zombies,2.7906874768226984
3030,better and,2.7904748539242807
3031,notes,2.788177037470052
3032,fool,2.7845417432298927
3033,ugh,2.7840275570516706
3034,you hate,2.782896196342561
3035,uk,2.7827562320389134
3036,it wasn,2.7823275543650965
3037,looked like,2.7817965154490376
3038,china,2.7803297912603657
3039,the story,2.7801028156642142
3040,is soo,2.7782220535312625
3041,bands,2.778210890774312
3042,your fucking,2.7776666813365645
3043,pewdiepie,2.776822508029455
3044,rape,2.775061970802433
3045,heavy,2.7743846847900593
3046,43,2.773766577602452
3047,cats,2.7733913357197117
3048,sort of,2.7726898792789507
3049,close to,2.772123685461996
3050,lay,2.771911440040645
3051,your amazing,2.771898701063005
3052,song was,2.7695781920359095
3053,editing,2.768550602228033
3054,battle,2.7670709764548644
3055,goodness,2.766651023949214
3056,jail,2.766532327021862
3057,put the,2.7659258792882393
3058,here in,2.764918294336026
3059,fucker,2.7646064972786255
3060,saw it,2.7636059334093646
3061,dj,2.763398103311471
3062,sie,2.7630098236548033
3063,in hell,2.761960699227041
3064,have just,2.7617916009492722
3065,clothes,2.76123304372653
3066,thing to,2.7607880600422052
3067,they made,2.7599440882095863
3068,did anyone,2.759846106707761
3069,she had,2.7593899716490693
3070,beautiful and,2.7567586306197227
3071,in our,2.756046567384168
3072,next to,2.7535620831175396
3073,yup,2.752267830735143
3074,nearly,2.7511219770285438
3075,va,2.7501952062682147
3076,crash,2.7487259021805293
3077,ti,2.748450946643363
3078,school and,2.748015297660862
3079,are very,2.74646585733571
3080,bowl,2.7462931437426787
3081,gunna,2.7459330674380826
3082,xd love,2.74580023499183
3083,they got,2.7450351270404463
3084,much as,2.7442166874094966
3085,seems like,2.741437675343273
3086,make my,2.739666325873477
3087,the left,2.7383108362713076
3088,zayn,2.7380841094846633
3089,army,2.7376898456130516
3090,it good,2.736924349806779
3091,did get,2.7367798919842716
3092,they get,2.7365092593161746
3093,als,2.735218918561125
3094,stop being,2.73504793652315
3095,ty,2.7344012440397494
3096,missing,2.7337283824960514
3097,looking at,2.7318767371466404
3098,dnt,2.731293480286353
3099,het,2.728359487867519
3100,auto,2.727844181715774
3101,illegal,2.7262225095941077
3102,get some,2.7251359850786367
3103,that lol,2.7248837253257845
3104,it can,2.723979092125001
3105,congratulations,2.7211364081437974
3106,driving,2.7209644088913327
3107,shit and,2.71963009369293
3108,reality,2.719174516694953
3109,have seen,2.7190496089363334
3110,the year,2.7187073619231676
3111,weeks,2.7182873388924884
3112,what song,2.7179225084786918
3113,threw,2.7177344890367854
3114,that in,2.7134799035871837
3115,released,2.7131759051629527
3116,lol and,2.7121124265793535
3117,there and,2.7112723728670995
3118,sure that,2.711106320994409
3119,related,2.7109838815026652
3120,about what,2.7109141528212715
3121,skinny,2.710563893427595
3122,it me,2.7095074787401443
3123,in one,2.707841245222272
3124,mental,2.706959718036387
3125,the future,2.7067010052091027
3126,vocals,2.7060727229697084
3127,were the,2.705470395658282
3128,the ones,2.702346410696977
3129,is for,2.7022957093720135
3130,perry,2.7013341449736137
3131,did that,2.700626727353155
3132,mario,2.700080389223769
3133,yellow,2.6994079818929464
3134,wanna see,2.698108959960708
3135,heads,2.6979746873670143
3136,rain,2.6972220677086782
3137,skrillex,2.69690793894463
3138,korean,2.696676233734564
3139,trop,2.6961792828661277
3140,kai,2.6952421559184656
3141,pause at,2.6949283379952584
3142,points,2.694626688073917
3143,42,2.694481683272573
3144,is more,2.6940193233907364
3145,problem with,2.693856097832043
3146,everytime,2.6934591523959015
3147,get back,2.6928938191858056
3148,this isn,2.6928641151903827
3149,and over,2.6927237277904146
3150,surgery,2.6916826217171272
3151,saw this,2.690496508728108
3152,get better,2.6891183043831464
3153,it right,2.6879501215321797
3154,with no,2.687026090589487
3155,she did,2.686357780233541
3156,doin,2.6859065566702336
3157,38,2.6856443782751276
3158,that we,2.684957339119697
3159,snow,2.6843958660044693
3160,the cutest,2.683763783646722
3161,is gonna,2.682323506212415
3162,all about,2.6822437928189116
3163,os,2.6818491350635596
3164,church,2.6810439854388513
3165,you be,2.6796478353489936
3166,believe it,2.679447378393942
3167,his head,2.6782986597423943
3168,am so,2.677548669943487
3169,deserved,2.676715815881296
3170,why they,2.676037832361905
3171,actors,2.6756648749754675
3172,who you,2.675102998055904
3173,it its,2.674803259668858
3174,loser,2.6746933646252
3175,master,2.67464110935667
3176,ginger,2.6742509424064997
3177,too many,2.6727010998138736
3178,don understand,2.672404639644128
3179,austin,2.672370076955903
3180,barely,2.670399415269352
3181,is called,2.6702261230551736
3182,04,2.669922125686596
3183,so the,2.669600142782083
3184,compare,2.669090339404266
3185,they look,2.668642665770443
3186,oh shit,2.6684296209524025
3187,your just,2.6682343184015567
3188,but in,2.6668358258605624
3189,that much,2.666627835950614
3190,is bad,2.665331781858489
3191,passed,2.6650216240881597
3192,hit the,2.6649006625105267
3193,listened to,2.664533080252784
3194,get me,2.6634610328308432
3195,website,2.6632272387289673
3196,skills,2.662977899925337
3197,outta,2.6614863850918877
3198,was great,2.6604369231298026
3199,200,2.66007392394845
3200,whenever,2.6591465856179015
3201,goes to,2.6580879384723994
3202,generation,2.657472605138162
3203,gangnam,2.6567077250688635
3204,fox,2.656284906480023
3205,swift,2.6542229693532056
3206,top comments,2.6534511948006774
3207,26,2.653166954372904
3208,christina,2.652218912516429
3209,think your,2.651747268110576
3210,build,2.651011041071078
3211,here is,2.6505593722139555
3212,did they,2.6503945394116437
3213,ser,2.650059308668977
3214,matt,2.6497398543562736
3215,android,2.649405958603892
3216,zu,2.648750214642363
3217,unique,2.6483406085358
3218,then the,2.6479639490923415
3219,thank god,2.6475765758564473
3220,came here,2.646858707581522
3221,simon,2.646317483060158
3222,charlie,2.64533274680002
3223,trouble,2.6449585416593333
3224,joey,2.6448369851239337
3225,54,2.643938019814751
3226,doesn have,2.641898683605943
3227,love these,2.6417557686766027
3228,this world,2.6413917597423415
3229,breath,2.6409966554849658
3230,have more,2.6400623654614854
3231,give it,2.6400184712314876
3232,hell is,2.6393300976670653
3233,likely,2.6388183212141816
3234,you please,2.638763832390559
3235,want it,2.638366335430923
3236,millions,2.638362622464581
3237,but think,2.6378855988535266
3238,bloody,2.637694450150657
3239,ke,2.637398801745592
3240,christ,2.637210695629991
3241,spot,2.637056757477436
3242,song that,2.636238866597509
3243,tyler,2.6359262982450047
3244,vote for,2.6352802694070916
3245,one and,2.6348753310971476
3246,video ever,2.6337858159552923
3247,your name,2.6326707205418804
3248,failed,2.63251681997545
3249,every single,2.631948038058167
3250,where do,2.6307320586687166
3251,not in,2.6300718039861173
3252,dating,2.628878358292687
3253,allowed,2.6285030528551454
3254,this makes,2.6281004638609167
3255,so sexy,2.6266268923822067
3256,do is,2.6257688731549806
3257,george,2.6247389718559204
3258,in every,2.6244766314951535
3259,project,2.6235144528785583
3260,talks,2.623447766559209
3261,bravo,2.6225363409484435
3262,nasty,2.6222356604172044
3263,love my,2.6216641451441522
3264,very much,2.6209560244355883
3265,but we,2.62013407154359
3266,whether,2.620087305316603
3267,for years,2.619728956057588
3268,states,2.6196255511405657
3269,scream,2.619421247007385
3270,boner,2.6188227172557315
3271,replay,2.618279508035474
3272,up your,2.6166859071538204
3273,fur,2.6166205090544503
3274,attack,2.616226085619813
3275,test,2.6156528462762934
3276,sun,2.6144710918918075
3277,it or,2.6129701925683686
3278,well you,2.6128008875456765
3279,monster,2.612558029876137
3280,me love,2.612416689753009
3281,mistake,2.6120782694960067
3282,caught,2.6118570476583765
3283,tone,2.611391077069409
3284,is fake,2.6109473634904545
3285,form,2.6087173306603844
3286,here for,2.6079369020180567
3287,of god,2.605904436974921
3288,does he,2.6057448764484348
3289,so we,2.604934409429346
3290,atleast,2.6039472313141037
3291,really nice,2.603753511452011
3292,math,2.6011299066913645
3293,your the,2.60081621014813
3294,hes so,2.6006414240602105
3295,my own,2.6002798070843536
3296,shits,2.6001802961030553
3297,afraid,2.599796176834216
3298,oh wait,2.5995929697029276
3299,fell in,2.5994158240354595
3300,hang,2.599410656797775
3301,bet you,2.5983517867817474
3302,it as,2.5983261332691527
3303,personality,2.59673914072541
3304,easily,2.596539067269644
3305,still love,2.596439607886906
3306,are good,2.596354361443617
3307,please make,2.594622458761364
3308,was funny,2.593322359334429
3309,third,2.5921686061854667
3310,does this,2.591670188879969
3311,she should,2.5915858179397127
3312,front of,2.591301867768745
3313,dont want,2.5910448022085912
3314,final,2.5903920144549346
3315,energy,2.589980869832729
3316,man you,2.5897539786789
3317,all time,2.5893984308786457
3318,the screen,2.5870419937129037
3319,niggas,2.5856325313819077
3320,me off,2.5845770438013913
3321,and watch,2.584275497534362
3322,favorite part,2.584103615900331
3323,arent,2.583127248799593
3324,live on,2.582367761430797
3325,3rd,2.582251756275574
3326,bus,2.581147030502673
3327,pathetic,2.580898369559144
3328,advice,2.580736671312505
3329,me gusta,2.5801111482971297
3330,wake up,2.57967180003513
3331,fly,2.5787092280075963
3332,finish,2.578615435256119
3333,education,2.5775270204375755
3334,the head,2.577288766644779
3335,linda,2.5764823422095895
3336,in front,2.5756376346956658
3337,dam,2.5756103410395013
3338,phil,2.5749943115658476
3339,hate on,2.5744608241805227
3340,planet,2.574081011822895
3341,not only,2.5739997511394845
3342,somewhere,2.573664289742
3343,are like,2.5728693102883717
3344,on me,2.572426398596852
3345,anyways,2.5720205200654775
3346,not all,2.5719886778475454
3347,messed,2.5712830026705147
3348,amazing love,2.5707457095285458
3349,can find,2.5707009217620507
3350,what your,2.569588385080575
3351,nor,2.5690681178030745
3352,person who,2.5686325552456206
3353,be an,2.5684187322688468
3354,fear,2.5667708118287083
3355,man this,2.5655742927400556
3356,dragon,2.5645278456091756
3357,enter,2.563896768711359
3358,since the,2.563888684872165
3359,heard this,2.5622151021846253
3360,dollar,2.560797757143981
3361,describe,2.560646423349271
3362,disliked,2.558539245109974
3363,see if,2.5582570288395226
3364,public,2.558096333604341
3365,her in,2.5565661684975174
3366,the biggest,2.5565190379244886
3367,why not,2.555834536462535
3368,xd lol,2.554656895868384
3369,weapon,2.5537366608693444
3370,det,2.5537351276320526
3371,cher,2.553296177034004
3372,horse,2.5527392557549557
3373,well that,2.552679821412118
3374,miss you,2.552113853757241
3375,im from,2.5519974076923546
3376,awkward moment,2.5509141167769718
3377,challenge,2.5499177978343686
3378,offense,2.5495093331947016
3379,best video,2.549084944697136
3380,cant get,2.548841503562118
3381,germany,2.548394568185443
3382,it funny,2.5479911887222766
3383,in real,2.547809352932233
3384,issues,2.5476588154934485
3385,when saw,2.547208891524377
3386,best part,2.547145882277204
3387,man and,2.5466123406008396
3388,facts,2.5444170509555706
3389,hearing,2.543784541151712
3390,on how,2.542209319727072
3391,spread,2.5420422589587117
3392,that if,2.541907409162899
3393,max,2.5411200385226085
3394,80,2.541062719558422
3395,is you,2.540924255214032
3396,vi,2.5407411825809776
3397,this with,2.5405538222999913
3398,to work,2.5404189200078697
3399,back and,2.540383830587232
3400,wanna be,2.5392302810855125
3401,gut,2.539008445833615
3402,due to,2.538499584501329
3403,these days,2.5376293637444167
3404,no more,2.537127198456905
3405,ipod,2.5358030227987913
3406,or you,2.5357127396161263
3407,information,2.535171645419269
3408,so shut,2.53485863644386
3409,thing ever,2.533679807997423
3410,to not,2.533060448476001
3411,the big,2.531691766169928
3412,insane,2.531384773642252
3413,make sure,2.5309287653844272
3414,he sounds,2.5302556492723465
3415,should get,2.5273651587426884
3416,and also,2.5267563574506786
3417,people to,2.526732197727122
3418,mejor,2.5266773437120587
3419,not as,2.526516643060641
3420,merry,2.5255622203193986
3421,look so,2.523613105824874
3422,we should,2.523520600110232
3423,have this,2.5234422915340504
3424,des,2.5232066942058466
3425,re all,2.522212819836882
3426,bit of,2.520934062760081
3427,way you,2.520860359778718
3428,stunning,2.5203148630696366
3429,song on,2.519687304879182
3430,cheese,2.5195947008702095
3431,career,2.519216112062147
3432,powerful,2.5190315372405485
3433,anyone know,2.5182448767601593
3434,hitting,2.5180768985212985
3435,musica,2.517194147916694
3436,only thing,2.515785478676196
3437,you never,2.5156209450983993
3438,why don,2.514967982330381
3439,one in,2.514564206128754
3440,standing,2.5134819219548823
3441,trust me,2.513270820082232
3442,this you,2.5131487333198805
3443,never seen,2.513137366858227
3444,to much,2.512777291477445
3445,jak,2.512379691065287
3446,kony,2.5122393384982376
3447,living in,2.511527546360803
3448,be honest,2.511520747356258
3449,awesome and,2.5113046225656377
3450,dafuq,2.5107926509707754
3451,your mother,2.508557963835306
3452,feed,2.5085098426518524
3453,gomez,2.5077567372921568
3454,in and,2.506237475709831
3455,keeps,2.505302390918458
3456,bday,2.504200670377616
3457,although,2.5031879296188113
3458,too but,2.5029764953988307
3459,amazing voice,2.5022377656999173
3460,but really,2.4996714534282156
3461,ended,2.499385698883187
3462,arm,2.4993732093641023
3463,singing this,2.499038610922239
3464,out with,2.498957156550052
3465,don be,2.4976119325176294
3466,please do,2.496815602234469
3467,waste of,2.4965796253758623
3468,create,2.4961978370824673
3469,do what,2.4959092798760736
3470,gangnam style,2.4956801335910326
3471,de la,2.4950643840963727
3472,round,2.494252270803254
3473,really pretty,2.4939258406504314
3474,watch my,2.493232686941499
3475,and go,2.4929228067598794
3476,anti,2.492152049769282
3477,someone who,2.4915025861061904
3478,questions,2.4912945619127305
3479,the car,2.49114761153951
3480,ghost,2.4907045598429347
3481,make fun,2.4903631909481128
3482,been in,2.489600299391221
3483,jay,2.489455424698059
3484,this will,2.489065926324639
3485,member,2.4889815330478164
3486,bom,2.4883842911819523
3487,it seems,2.4850136554704156
3488,the girls,2.484562813963301
3489,lights,2.484116130973126
3490,england,2.4837298937006156
3491,seems to,2.4834923019385364
3492,mexican,2.4829979017541093
3493,same as,2.48211647755568
3494,kicked,2.4810734873298013
3495,believe that,2.4810726404178953
3496,flying,2.4803933356987953
3497,parody,2.4802898523872083
3498,them in,2.4799909433320093
3499,meh,2.4798392763439185
3500,that people,2.4789587163915003
3501,emo,2.478247655748243
3502,any one,2.4778214093629587
3503,cutie,2.477635870803058
3504,bacon,2.477154466337172
3505,expecting,2.4768614132558358
3506,garbage,2.476322655309405
3507,we get,2.475949987453855
3508,we got,2.4751587613724055
3509,price,2.47483438296226
3510,but what,2.4747975721118656
3511,catchy,2.4746717809393264
3512,for their,2.473818238437514
3513,them so,2.4727133904246457
3514,faggots,2.4725411474864365
3515,buying,2.471774086000759
3516,be good,2.4710880597823848
3517,sucked,2.4709058980644967
3518,pic,2.470878829872021
3519,safe,2.4704982903572645
3520,still have,2.4692041928288946
3521,like them,2.468948103646268
3522,goin,2.4689175181073812
3523,in all,2.4682010838928807
3524,in there,2.466674384424379
3525,black people,2.4664854075187086
3526,york,2.4661812410655704
3527,weren,2.4650480640233448
3528,he doesn,2.464052864413013
3529,attractive,2.4634923328412044
3530,bully,2.463004391898727
3531,iphone,2.4626790695076513
3532,psn,2.462167403472428
3533,sign,2.4620299407981907
3534,he died,2.4609853080690387
3535,sounded like,2.460921967493728
3536,sure you,2.4608114635488905
3537,couple of,2.4606652633789365
3538,my family,2.460581685227063
3539,fuck your,2.460425217526976
3540,not bad,2.4595941770552154
3541,thing that,2.4582177552263604
3542,long as,2.4581478858157553
3543,douche,2.4580644505002938
3544,that no,2.4577401603097497
3545,knowing,2.4571492636871
3546,jones,2.457012181196669
3547,theyre,2.45582736751066
3548,mon,2.455670269918588
3549,amount,2.4540848995320736
3550,ahah,2.453618566303482
3551,it amazing,2.45308131413959
3552,this this,2.452736429365211
3553,bike,2.4518812648171107
3554,fuck this,2.4515555508709905
3555,what we,2.45141942537253
3556,card,2.4512061055133385
3557,he made,2.450881746963776
3558,soo cute,2.4501877496643036
3559,the past,2.4500583824829514
